Gene stable ID	Gene name	Gene description	NCBI gene (formerly Entrezgene) ID
ENSMUSG00000034911	Ushbp1	USH1 protein network component harmonin binding protein 1 [Source:MGI Symbol;Acc:MGI:1922920]	234395
ENSMUSG00000034957	Cebpa	CCAAT/enhancer binding protein (C/EBP), alpha [Source:MGI Symbol;Acc:MGI:99480]	12606
ENSMUSG00000034968	Lbx2	ladybird homeobox 2 [Source:MGI Symbol;Acc:MGI:1342288]	16815
ENSMUSG00000034987	Hrh2	histamine receptor H2 [Source:MGI Symbol;Acc:MGI:108482]	15466
ENSMUSG00000035021	Baz1a	bromodomain adjacent to zinc finger domain 1A [Source:MGI Symbol;Acc:MGI:1309478]	217578
ENSMUSG00000035105	Egln3	egl-9 family hypoxia-inducible factor 3 [Source:MGI Symbol;Acc:MGI:1932288]	112407
ENSMUSG00000035131	Brinp3	bone morphogenetic protein/retinoic acid inducible neural specific 3 [Source:MGI Symbol;Acc:MGI:2443035]	215378
ENSMUSG00000035161	Ints6	integrator complex subunit 6 [Source:MGI Symbol;Acc:MGI:1202397]	18130
ENSMUSG00000035165	Kcne3	potassium voltage-gated channel, Isk-related subfamily, gene 3 [Source:MGI Symbol;Acc:MGI:1891124]	57442
ENSMUSG00000035202	Lars2	leucyl-tRNA synthetase, mitochondrial [Source:MGI Symbol;Acc:MGI:2142973]	102436
ENSMUSG00000035236	Scai	suppressor of cancer cell invasion [Source:MGI Symbol;Acc:MGI:2443716]	320271
ENSMUSG00000035258	Abi3bp	ABI family member 3 binding protein [Source:MGI Symbol;Acc:MGI:2444583]	320712
ENSMUSG00000035268	Pkig	protein kinase inhibitor, gamma [Source:MGI Symbol;Acc:MGI:1343086]	18769
ENSMUSG00000035273	Hpse	heparanase [Source:MGI Symbol;Acc:MGI:1343124]	15442
ENSMUSG00000035305	Ror1	receptor tyrosine kinase-like orphan receptor 1 [Source:MGI Symbol;Acc:MGI:1347520]	26563
ENSMUSG00000035356	Nfkbiz	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta [Source:MGI Symbol;Acc:MGI:1931595]	80859
ENSMUSG00000035357	Pdzrn3	PDZ domain containing RING finger 3 [Source:MGI Symbol;Acc:MGI:1933157]	55983
ENSMUSG00000035383	Pmch	pro-melanin-concentrating hormone [Source:MGI Symbol;Acc:MGI:97629]	110312
ENSMUSG00000035385	Ccl2	chemokine (C-C motif) ligand 2 [Source:MGI Symbol;Acc:MGI:98259]	20296
ENSMUSG00000035448	Ccr3	chemokine (C-C motif) receptor 3 [Source:MGI Symbol;Acc:MGI:104616]	12771
ENSMUSG00000035456	Prdm8	PR domain containing 8 [Source:MGI Symbol;Acc:MGI:1924880]	77630
ENSMUSG00000035459	Stab2	stabilin 2 [Source:MGI Symbol;Acc:MGI:2178743]	192188
ENSMUSG00000035493	Tgfbi	transforming growth factor, beta induced [Source:MGI Symbol;Acc:MGI:99959]	21810
ENSMUSG00000035528	Npffr2	neuropeptide FF receptor 2 [Source:MGI Symbol;Acc:MGI:1860130]	104443
ENSMUSG00000035540	Gc	vitamin D binding protein [Source:MGI Symbol;Acc:MGI:95669]	14473
ENSMUSG00000035557	Krt17	keratin 17 [Source:MGI Symbol;Acc:MGI:96691]	16667
ENSMUSG00000035566	Pcdh17	protocadherin 17 [Source:MGI Symbol;Acc:MGI:2684924]	219228
ENSMUSG00000035621	Midn	midnolin [Source:MGI Symbol;Acc:MGI:1890222]	59090
ENSMUSG00000035649	Zcchc7	zinc finger, CCHC domain containing 7 [Source:MGI Symbol;Acc:MGI:2442912]	319885
ENSMUSG00000035653	Lrfn5	leucine rich repeat and fibronectin type III domain containing 5 [Source:MGI Symbol;Acc:MGI:2144814]	238205
ENSMUSG00000035673	Sbno2	strawberry notch 2 [Source:MGI Symbol;Acc:MGI:2448490]	216161
ENSMUSG00000035678	Tnfsf9	tumor necrosis factor (ligand) superfamily, member 9 [Source:MGI Symbol;Acc:MGI:1101058]	21950
ENSMUSG00000035686	Thrsp	thyroid hormone responsive [Source:MGI Symbol;Acc:MGI:109126]	21835
ENSMUSG00000035692	Isg15	ISG15 ubiquitin-like modifier [Source:MGI Symbol;Acc:MGI:1855694]	100038882
ENSMUSG00000035711	Dok3	docking protein 3 [Source:MGI Symbol;Acc:MGI:1351490]	27261
ENSMUSG00000035783	Acta2	actin alpha 2, smooth muscle, aorta [Source:MGI Symbol;Acc:MGI:87909]	11475
ENSMUSG00000035799	Twist1	twist basic helix-loop-helix transcription factor 1 [Source:MGI Symbol;Acc:MGI:98872]	22160
ENSMUSG00000035805	Mlc1	megalencephalic leukoencephalopathy with subcortical cysts 1 homolog (human) [Source:MGI Symbol;Acc:MGI:2157910]	170790
ENSMUSG00000035828	Pim3	proviral integration site 3 [Source:MGI Symbol;Acc:MGI:1355297]	223775
ENSMUSG00000035864	Syt1	synaptotagmin I [Source:MGI Symbol;Acc:MGI:99667]	20979
ENSMUSG00000035896	Rnase1	ribonuclease, RNase A family, 1 (pancreatic) [Source:MGI Symbol;Acc:MGI:97919]	19752
ENSMUSG00000035930	Chst4	carbohydrate sulfotransferase 4 [Source:MGI Symbol;Acc:MGI:1349479]	26887
ENSMUSG00000035954	Dock4	dedicator of cytokinesis 4 [Source:MGI Symbol;Acc:MGI:1918006]	238130
ENSMUSG00000035963	Odf3l2	outer dense fiber of sperm tails 3-like 2 [Source:MGI Symbol;Acc:MGI:2686003]	382384
ENSMUSG00000035964	Tmem59l	transmembrane protein 59-like [Source:MGI Symbol;Acc:MGI:1915187]	67937
ENSMUSG00000036040	Adamtsl2	ADAMTS-like 2 [Source:MGI Symbol;Acc:MGI:1925044]	77794
ENSMUSG00000036095	Dgkb	diacylglycerol kinase, beta [Source:MGI Symbol;Acc:MGI:2442474]	217480
ENSMUSG00000036103	Colec12	collectin sub-family member 12 [Source:MGI Symbol;Acc:MGI:2152907]	140792
ENSMUSG00000036106	Prr5	proline rich 5 (renal) [Source:MGI Symbol;Acc:MGI:1924714]	109270
ENSMUSG00000036117	Il5	interleukin 5 [Source:MGI Symbol;Acc:MGI:96557]	16191
ENSMUSG00000036144	Meox2	mesenchyme homeobox 2 [Source:MGI Symbol;Acc:MGI:103219]	17286
ENSMUSG00000036169	Sostdc1	sclerostin domain containing 1 [Source:MGI Symbol;Acc:MGI:1913292]	66042
ENSMUSG00000036218	Pdzrn4	PDZ domain containing RING finger 4 [Source:MGI Symbol;Acc:MGI:3056996]	239618
ENSMUSG00000036246	Gmip	Gem-interacting protein [Source:MGI Symbol;Acc:MGI:1926066]	78816
ENSMUSG00000036256	Igfbp7	insulin-like growth factor binding protein 7 [Source:MGI Symbol;Acc:MGI:1352480]	29817
ENSMUSG00000036264	Fstl4	follistatin-like 4 [Source:MGI Symbol;Acc:MGI:2443199]	320027
ENSMUSG00000036273	Lrrk2	leucine-rich repeat kinase 2 [Source:MGI Symbol;Acc:MGI:1913975]	66725
ENSMUSG00000036298	Slc2a13	solute carrier family 2 (facilitated glucose transporter), member 13 [Source:MGI Symbol;Acc:MGI:2146030]	239606
ENSMUSG00000036306	Lzts1	leucine zipper, putative tumor suppressor 1 [Source:MGI Symbol;Acc:MGI:2684762]	211134
ENSMUSG00000036334	Igsf10	immunoglobulin superfamily, member 10 [Source:MGI Symbol;Acc:MGI:1923481]	242050
ENSMUSG00000036356	Csgalnact1	chondroitin sulfate N-acetylgalactosaminyltransferase 1 [Source:MGI Symbol;Acc:MGI:2442354]	234356
ENSMUSG00000036362	P2ry13	purinergic receptor P2Y, G-protein coupled 13 [Source:MGI Symbol;Acc:MGI:1921441]	74191
ENSMUSG00000036381	P2ry14	purinergic receptor P2Y, G-protein coupled, 14 [Source:MGI Symbol;Acc:MGI:2155705]	140795
ENSMUSG00000036381	P2ry14	purinergic receptor P2Y, G-protein coupled, 14 [Source:MGI Symbol;Acc:MGI:2155705]	320463
ENSMUSG00000036390	Gadd45a	growth arrest and DNA-damage-inducible 45 alpha [Source:MGI Symbol;Acc:MGI:107799]	13197
ENSMUSG00000036401	Glt6d1	glycosyltransferase 6 domain containing 1 [Source:MGI Symbol;Acc:MGI:1918353]	71103
ENSMUSG00000036412	Arsi	arylsulfatase i [Source:MGI Symbol;Acc:MGI:2670959]	545260
ENSMUSG00000036437	Npy1r	neuropeptide Y receptor Y1 [Source:MGI Symbol;Acc:MGI:104963]	18166
ENSMUSG00000036446	Lum	lumican [Source:MGI Symbol;Acc:MGI:109347]	17022
ENSMUSG00000036452	Arhgap26	Rho GTPase activating protein 26 [Source:MGI Symbol;Acc:MGI:1918552]	71302
ENSMUSG00000036459	Wtip	WT1 interacting protein [Source:MGI Symbol;Acc:MGI:2141920]	101543
ENSMUSG00000036478	Btg1	BTG anti-proliferation factor 1 [Source:MGI Symbol;Acc:MGI:88215]	12226
ENSMUSG00000036526	Card11	caspase recruitment domain family, member 11 [Source:MGI Symbol;Acc:MGI:1916978]	108723
ENSMUSG00000036528	Ppfibp2	PTPRF interacting protein, binding protein 2 (liprin beta 2) [Source:MGI Symbol;Acc:MGI:894649]	19024
ENSMUSG00000036533	Cdc42ep3	CDC42 effector protein (Rho GTPase binding) 3 [Source:MGI Symbol;Acc:MGI:2384718]	260409
ENSMUSG00000036545	Adamts2	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 2 [Source:MGI Symbol;Acc:MGI:1347356]	216725
ENSMUSG00000036560	Lgi4	leucine-rich repeat LGI family, member 4 [Source:MGI Symbol;Acc:MGI:2180197]	243914
ENSMUSG00000036565	Ttyh3	tweety family member 3 [Source:MGI Symbol;Acc:MGI:1925589]	78339
ENSMUSG00000036570	Fxyd1	FXYD domain-containing ion transport regulator 1 [Source:MGI Symbol;Acc:MGI:1889273]	56188
ENSMUSG00000036578	Fxyd7	FXYD domain-containing ion transport regulator 7 [Source:MGI Symbol;Acc:MGI:1889006]	57780
ENSMUSG00000036585	Fgf1	fibroblast growth factor 1 [Source:MGI Symbol;Acc:MGI:95515]	14164
ENSMUSG00000036587	Fut7	fucosyltransferase 7 [Source:MGI Symbol;Acc:MGI:107692]	14347
ENSMUSG00000036617	Etl4	enhancer trap locus 4 [Source:MGI Symbol;Acc:MGI:95454]	208618
ENSMUSG00000036634	Mag	myelin-associated glycoprotein [Source:MGI Symbol;Acc:MGI:96912]	17136
ENSMUSG00000036655	Colec11	collectin sub-family member 11 [Source:MGI Symbol;Acc:MGI:1918943]	71693
ENSMUSG00000036743	Psma8	proteasome subunit alpha 8 [Source:MGI Symbol;Acc:MGI:1920927]	73677
ENSMUSG00000036752	Tubb4b	tubulin, beta 4B class IVB [Source:MGI Symbol;Acc:MGI:1915472]	227613
ENSMUSG00000036790	Slitrk2	SLIT and NTRK-like family, member 2 [Source:MGI Symbol;Acc:MGI:2679449]	245450
ENSMUSG00000036792	Mbd5	methyl-CpG binding domain protein 5 [Source:MGI Symbol;Acc:MGI:2138934]	109241
ENSMUSG00000036800	Fam135b	family with sequence similarity 135, member B [Source:MGI Symbol;Acc:MGI:1917613]	70363
ENSMUSG00000036815	Dpp10	dipeptidylpeptidase 10 [Source:MGI Symbol;Acc:MGI:2442409]	269109
ENSMUSG00000036854	Hspb6	heat shock protein, alpha-crystallin-related, B6 [Source:MGI Symbol;Acc:MGI:2685325]	243912
ENSMUSG00000036862	Dchs1	dachsous cadherin related 1 [Source:MGI Symbol;Acc:MGI:2685011]	233651
ENSMUSG00000036867	Smad6	SMAD family member 6 [Source:MGI Symbol;Acc:MGI:1336883]	17130
ENSMUSG00000036887	C1qa	complement component 1, q subcomponent, alpha polypeptide [Source:MGI Symbol;Acc:MGI:88223]	12259
ENSMUSG00000036894	Rap2b	RAP2B, member of RAS oncogene family [Source:MGI Symbol;Acc:MGI:1921262]	74012
ENSMUSG00000036896	C1qc	complement component 1, q subcomponent, C chain [Source:MGI Symbol;Acc:MGI:88225]	12262
ENSMUSG00000036902	Neto2	neuropilin (NRP) and tolloid (TLL)-like 2 [Source:MGI Symbol;Acc:MGI:1921763]	74513
ENSMUSG00000036905	C1qb	complement component 1, q subcomponent, beta polypeptide [Source:MGI Symbol;Acc:MGI:88224]	12260
ENSMUSG00000036907	C1ql2	complement component 1, q subcomponent-like 2 [Source:MGI Symbol;Acc:MGI:3032521]	226359
ENSMUSG00000036908	Unc93b1	unc-93 homolog B1, TLR signaling regulator [Source:MGI Symbol;Acc:MGI:1859307]	54445
ENSMUSG00000036931	Nfkbid	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta [Source:MGI Symbol;Acc:MGI:3041243]	243910
ENSMUSG00000036943	Rab8b	RAB8B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2442982]	235442
ENSMUSG00000036944	Tmem71	transmembrane protein 71 [Source:MGI Symbol;Acc:MGI:2146049]	213068
ENSMUSG00000036986	Pml	promyelocytic leukemia [Source:MGI Symbol;Acc:MGI:104662]	18854
ENSMUSG00000037005	Xpnpep2	X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound [Source:MGI Symbol;Acc:MGI:2180001]	170745
ENSMUSG00000037010	Apln	apelin [Source:MGI Symbol;Acc:MGI:1353624]	30878
ENSMUSG00000037012	Hk1	hexokinase 1 [Source:MGI Symbol;Acc:MGI:96103]	15275
ENSMUSG00000037016	Frem2	Fras1 related extracellular matrix protein 2 [Source:MGI Symbol;Acc:MGI:2444465]	242022
ENSMUSG00000037035	Inhbb	inhibin beta-B [Source:MGI Symbol;Acc:MGI:96571]	16324
ENSMUSG00000037053	Azgp1	alpha-2-glycoprotein 1, zinc [Source:MGI Symbol;Acc:MGI:103163]	12007
ENSMUSG00000037138	Aff3	AF4/FMR2 family, member 3 [Source:MGI Symbol;Acc:MGI:106927]	16764
ENSMUSG00000037139	Myom3	myomesin family, member 3 [Source:MGI Symbol;Acc:MGI:2685280]	242702
ENSMUSG00000037166	Ppp1r14a	protein phosphatase 1, regulatory inhibitor subunit 14A [Source:MGI Symbol;Acc:MGI:1931139]	68458
ENSMUSG00000037196	Pacrg	PARK2 co-regulated [Source:MGI Symbol;Acc:MGI:1916560]	69310
ENSMUSG00000037202	Prf1	perforin 1 (pore forming protein) [Source:MGI Symbol;Acc:MGI:97551]	18646
ENSMUSG00000037211	Spry1	sprouty RTK signaling antagonist 1 [Source:MGI Symbol;Acc:MGI:1345139]	24063
ENSMUSG00000037225	Fgf2	fibroblast growth factor 2 [Source:MGI Symbol;Acc:MGI:95516]	14173
ENSMUSG00000037236	Matr3	matrin 3 [Source:MGI Symbol;Acc:MGI:1298379]	17184
ENSMUSG00000037242	Clic4	chloride intracellular channel 4 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1352754]	29876
ENSMUSG00000037278	Tmem97	transmembrane protein 97 [Source:MGI Symbol;Acc:MGI:1916321]	69071
ENSMUSG00000037280	Galnt6	polypeptide N-acetylgalactosaminyltransferase 6 [Source:MGI Symbol;Acc:MGI:1891640]	207839
ENSMUSG00000037318	Traf3ip3	TRAF3 interacting protein 3 [Source:MGI Symbol;Acc:MGI:2441706]	215243
ENSMUSG00000037337	Map4k1	mitogen-activated protein kinase kinase kinase kinase 1 [Source:MGI Symbol;Acc:MGI:1346882]	26411
ENSMUSG00000037379	Spon2	spondin 2, extracellular matrix protein [Source:MGI Symbol;Acc:MGI:1923724]	100689
ENSMUSG00000037386	Rims2	regulating synaptic membrane exocytosis 2 [Source:MGI Symbol;Acc:MGI:2152972]	116838
ENSMUSG00000037405	Icam1	intercellular adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:96392]	15894
ENSMUSG00000037406	Htra4	HtrA serine peptidase 4 [Source:MGI Symbol;Acc:MGI:3036260]	330723
ENSMUSG00000037411	Serpine1	serine (or cysteine) peptidase inhibitor, clade E, member 1 [Source:MGI Symbol;Acc:MGI:97608]	18787
ENSMUSG00000037416	Dmxl1	Dmx-like 1 [Source:MGI Symbol;Acc:MGI:2443926]	240283
ENSMUSG00000037419	Endod1	endonuclease domain containing 1 [Source:MGI Symbol;Acc:MGI:1919196]	71946
ENSMUSG00000037428	Vgf	VGF nerve growth factor inducible [Source:MGI Symbol;Acc:MGI:1343180]	381677
ENSMUSG00000037447	Arid5a	AT rich interactive domain 5A (MRF1-like) [Source:MGI Symbol;Acc:MGI:2443039]	214855
ENSMUSG00000037474	Dtl	denticleless E3 ubiquitin protein ligase [Source:MGI Symbol;Acc:MGI:1924093]	76843
ENSMUSG00000037492	Zmat4	zinc finger, matrin type 4 [Source:MGI Symbol;Acc:MGI:2443497]	320158
ENSMUSG00000037533	Rapgef6	Rap guanine nucleotide exchange factor (GEF) 6 [Source:MGI Symbol;Acc:MGI:2384761]	192786
ENSMUSG00000037552	Plekhg2	pleckstrin homology domain containing, family G (with RhoGef domain) member 2 [Source:MGI Symbol;Acc:MGI:2141874]	101497
ENSMUSG00000037553	Zdhhc18	zinc finger, DHHC domain containing 18 [Source:MGI Symbol;Acc:MGI:3527792]	503610
ENSMUSG00000037577	Ephx3	epoxide hydrolase 3 [Source:MGI Symbol;Acc:MGI:1919182]	71932
ENSMUSG00000037621	Atoh8	atonal bHLH transcription factor 8 [Source:MGI Symbol;Acc:MGI:1918343]	71093
ENSMUSG00000037646	Vps13b	vacuolar protein sorting 13B [Source:MGI Symbol;Acc:MGI:1916380]	666173
ENSMUSG00000037653	Kctd8	potassium channel tetramerisation domain containing 8 [Source:MGI Symbol;Acc:MGI:2443804]	243043
ENSMUSG00000037683	Armc3	armadillo repeat containing 3 [Source:MGI Symbol;Acc:MGI:1918132]	70882
ENSMUSG00000037689	Tmem247	transmembrane protein 247 [Source:MGI Symbol;Acc:MGI:1925719]	78469
ENSMUSG00000037706	Cd81	CD81 antigen [Source:MGI Symbol;Acc:MGI:1096398]	12520
ENSMUSG00000037709	Fam13a	family with sequence similarity 13, member A [Source:MGI Symbol;Acc:MGI:1889842]	58909
ENSMUSG00000037712	Fermt2	fermitin family member 2 [Source:MGI Symbol;Acc:MGI:2385001]	218952
ENSMUSG00000037731	Themis2	thymocyte selection associated family member 2 [Source:MGI Symbol;Acc:MGI:2446213]	230787
ENSMUSG00000037736	Limch1	LIM and calponin homology domains 1 [Source:MGI Symbol;Acc:MGI:1924819]	77569
ENSMUSG00000037754	Ppp1r16b	protein phosphatase 1, regulatory subunit 16B [Source:MGI Symbol;Acc:MGI:2151841]	228852
ENSMUSG00000037759	Ptger2	prostaglandin E receptor 2 (subtype EP2) [Source:MGI Symbol;Acc:MGI:97794]	19217
ENSMUSG00000037797	Adh4	alcohol dehydrogenase 4 (class II), pi polypeptide [Source:MGI Symbol;Acc:MGI:1349472]	26876
ENSMUSG00000037813	D630003M21Rik	RIKEN cDNA D630003M21 gene [Source:MGI Symbol;Acc:MGI:3606579]	228846
ENSMUSG00000037820	Tgm2	transglutaminase 2, C polypeptide [Source:MGI Symbol;Acc:MGI:98731]	21817
ENSMUSG00000037855	Zfp365	zinc finger protein 365 [Source:MGI Symbol;Acc:MGI:2143676]	216049
ENSMUSG00000037860	Aim2	absent in melanoma 2 [Source:MGI Symbol;Acc:MGI:2686159]	383619
ENSMUSG00000037868	Egr2	early growth response 2 [Source:MGI Symbol;Acc:MGI:95296]	13654
ENSMUSG00000037876	Jmjd1c	jumonji domain containing 1C [Source:MGI Symbol;Acc:MGI:1918614]	108829
ENSMUSG00000037892	Pcdh18	protocadherin 18 [Source:MGI Symbol;Acc:MGI:1920423]	73173
ENSMUSG00000037913	Tmem156	transmembrane protein 156 [Source:MGI Symbol;Acc:MGI:2685292]	243025
ENSMUSG00000037922	Bank1	B cell scaffold protein with ankyrin repeats 1 [Source:MGI Symbol;Acc:MGI:2442120]	242248
ENSMUSG00000037926	Ssh2	slingshot protein phosphatase 2 [Source:MGI Symbol;Acc:MGI:2679255]	237860
ENSMUSG00000037936	Scarb1	scavenger receptor class B, member 1 [Source:MGI Symbol;Acc:MGI:893578]	20778
ENSMUSG00000037940	Inpp4b	inositol polyphosphate-4-phosphatase, type II [Source:MGI Symbol;Acc:MGI:2158925]	234515
ENSMUSG00000037942	Crp	C-reactive protein, pentraxin-related [Source:MGI Symbol;Acc:MGI:88512]	12944
ENSMUSG00000037944	Ccr7	chemokine (C-C motif) receptor 7 [Source:MGI Symbol;Acc:MGI:103011]	12775
ENSMUSG00000037946	Fgd3	FYVE, RhoGEF and PH domain containing 3 [Source:MGI Symbol;Acc:MGI:1353657]	30938
ENSMUSG00000037953	A4gnt	alpha-1,4-N-acetylglucosaminyltransferase [Source:MGI Symbol;Acc:MGI:2143261]	333424
ENSMUSG00000037972	Snn	stannin [Source:MGI Symbol;Acc:MGI:1276549]	20621
ENSMUSG00000037990	Sh3rf3	SH3 domain containing ring finger 3 [Source:MGI Symbol;Acc:MGI:2444637]	237353
ENSMUSG00000037992	Rara	retinoic acid receptor, alpha [Source:MGI Symbol;Acc:MGI:97856]	19401
ENSMUSG00000037999	Arap2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:MGI Symbol;Acc:MGI:2684416]	212285
ENSMUSG00000038037	Socs1	suppressor of cytokine signaling 1 [Source:MGI Symbol;Acc:MGI:1354910]	12703
ENSMUSG00000038045	Sult6b1	sulfotransferase family, cytosolic, 6B, member 1 [Source:MGI Symbol;Acc:MGI:1920921]	73671
ENSMUSG00000038067	Csf3	colony stimulating factor 3 (granulocyte) [Source:MGI Symbol;Acc:MGI:1339751]	12985
ENSMUSG00000038115	Ano2	anoctamin 2 [Source:MGI Symbol;Acc:MGI:2387214]	243634
ENSMUSG00000038128	Camk4	calcium/calmodulin-dependent protein kinase IV [Source:MGI Symbol;Acc:MGI:88258]	12326
ENSMUSG00000038145	Snrk	SNF related kinase [Source:MGI Symbol;Acc:MGI:108104]	20623
ENSMUSG00000038146	Notch3	notch 3 [Source:MGI Symbol;Acc:MGI:99460]	18131
ENSMUSG00000038147	Cd84	CD84 antigen [Source:MGI Symbol;Acc:MGI:1336885]	12523
ENSMUSG00000038151	Prdm1	PR domain containing 1, with ZNF domain [Source:MGI Symbol;Acc:MGI:99655]	12142
ENSMUSG00000038173	Enpp6	ectonucleotide pyrophosphatase/phosphodiesterase 6 [Source:MGI Symbol;Acc:MGI:2445171]	320981
ENSMUSG00000038175	Mylip	myosin regulatory light chain interacting protein [Source:MGI Symbol;Acc:MGI:2388271]	218203
ENSMUSG00000038179	Slamf7	SLAM family member 7 [Source:MGI Symbol;Acc:MGI:1922595]	75345
ENSMUSG00000038193	Hand2	heart and neural crest derivatives expressed 2 [Source:MGI Symbol;Acc:MGI:103580]	15111
ENSMUSG00000038204	Asb10	ankyrin repeat and SOCS box-containing 10 [Source:MGI Symbol;Acc:MGI:2152836]	117590
ENSMUSG00000038209	Itln1	intelectin 1 (galactofuranose binding) [Source:MGI Symbol;Acc:MGI:1333831]	16429
ENSMUSG00000038209	Itln1	intelectin 1 (galactofuranose binding) [Source:MGI Symbol;Acc:MGI:1333831]	493583
ENSMUSG00000038227	Hoxa9	homeobox A9 [Source:MGI Symbol;Acc:MGI:96180]	15405
ENSMUSG00000038236	Hoxa7	homeobox A7 [Source:MGI Symbol;Acc:MGI:96179]	15404
ENSMUSG00000038304	Cd160	CD160 antigen [Source:MGI Symbol;Acc:MGI:1860383]	54215
ENSMUSG00000038305	Spats2l	spermatogenesis associated, serine-rich 2-like [Source:MGI Symbol;Acc:MGI:1914448]	67198
ENSMUSG00000038312	Edem2	ER degradation enhancer, mannosidase alpha-like 2 [Source:MGI Symbol;Acc:MGI:1915540]	108687
ENSMUSG00000038349	Plcl1	phospholipase C-like 1 [Source:MGI Symbol;Acc:MGI:3036262]	227120
ENSMUSG00000038352	Arl5c	ADP-ribosylation factor-like 5C [Source:MGI Symbol;Acc:MGI:3028577]	217151
ENSMUSG00000038357	Camp	cathelicidin antimicrobial peptide [Source:MGI Symbol;Acc:MGI:108443]	12796
ENSMUSG00000038368	Focad	focadhesin [Source:MGI Symbol;Acc:MGI:2676921]	230393
ENSMUSG00000038370	Pcp4l1	Purkinje cell protein 4-like 1 [Source:MGI Symbol;Acc:MGI:1913675]	66425
ENSMUSG00000038371	Sbf2	SET binding factor 2 [Source:MGI Symbol;Acc:MGI:1921831]	319934
ENSMUSG00000038387	Rras	related RAS viral (r-ras) oncogene [Source:MGI Symbol;Acc:MGI:98179]	20130
ENSMUSG00000038393	Txnip	thioredoxin interacting protein [Source:MGI Symbol;Acc:MGI:1889549]	56338
ENSMUSG00000038400	Pmepa1	prostate transmembrane protein, androgen induced 1 [Source:MGI Symbol;Acc:MGI:1929600]	65112
ENSMUSG00000038412	Higd1a	HIG1 domain family, member 1A [Source:MGI Symbol;Acc:MGI:1930666]	56295
ENSMUSG00000038415	Foxq1	forkhead box Q1 [Source:MGI Symbol;Acc:MGI:1298228]	15220
ENSMUSG00000038418	Egr1	early growth response 1 [Source:MGI Symbol;Acc:MGI:95295]	13653
ENSMUSG00000038421	Fcrla	Fc receptor-like A [Source:MGI Symbol;Acc:MGI:2138647]	98752
ENSMUSG00000038457	Tmem255b	transmembrane protein 255B [Source:MGI Symbol;Acc:MGI:2685533]	272465
ENSMUSG00000038463	Olfml2b	olfactomedin-like 2B [Source:MGI Symbol;Acc:MGI:2443310]	320078
ENSMUSG00000038498	Catsper1	cation channel, sperm associated 1 [Source:MGI Symbol;Acc:MGI:2179947]	225865
ENSMUSG00000038508	Gdf15	growth differentiation factor 15 [Source:MGI Symbol;Acc:MGI:1346047]	23886
ENSMUSG00000038518	Jarid2	jumonji, AT rich interactive domain 2 [Source:MGI Symbol;Acc:MGI:104813]	16468
ENSMUSG00000038523	1700003F12Rik	RIKEN cDNA 1700003F12 gene [Source:MGI Symbol;Acc:MGI:1922730]	75480
ENSMUSG00000038530	Rgs4	regulator of G-protein signaling 4 [Source:MGI Symbol;Acc:MGI:108409]	19736
